LatLong,nearest MRT,Count,travel time to RP in minutes
"1.29091128182876,103.803120797076",Queenstown,19,27
"1.29534041095665,103.812585191493",Queenstown,43,31
"1.45611278902566,103.817716592062",Sembawang,8,59
"1.45543968418756,103.815460900731",Sembawang,10,59
"1.45599869513743,103.813971735671",Sembawang,18,58
"1.45011948894625,103.823591671435",Sembawang,9,48
"1.45083059926032,103.814273470438",Sembawang,5,54
"1.39458976282864,103.878281439779",Layar,19,58
"1.39753870318824,103.889080056801",Farmway,21,53
"1.3960787618403,103.896727615807",Cheng Lim,7,50
"1.39647838386976,103.879494944074",Kupang,37,58
"1.39589511654296,103.878083108343",Thanggam,20,59
"1.38246038039285,103.902238681998",Kangkar,12,55
"1.35763504826187,103.87209077271",Serangoon,5,48
"1.35682249995275,103.87085702772",Serangoon,8,47
"1.34847174655036,103.873273380692",Serangoon,5,38
"1.37315869844339,103.870675913355",Kovan,15,55
"1.37461893085731,103.872573520638",Fernvale,13,58
"1.37301318430857,103.872874277575",Kovan,8,58
"1.35221187065647,103.931382253216",Tampines West,7,56
"1.34629813577257,103.947509805595",Simei,6,49
"1.35214194752099,103.954010279015",Tampines East,9,51
"1.34549483450733,103.953960305385",Simei,8,39
"1.35429292697959,103.938650571771",Tampines,1,47
"1.35146093987752,103.956074916044",Tampines East,2,56
"1.35114570156742,103.961134938725",Tampines East,9,57
"1.35440347555796,103.932702293995",Tampines West,16,56
"1.34803733103292,103.957046121852",Simei,7,45
"1.35189045340794,103.93226824473",Tampines West,2,53
"1.34690072088086,103.954855759578",Simei,2,41
"1.33136716741014,103.855879359987",Toa Payoh,8,41
"1.44192560223859,103.778158395764",Woodlands,19,65
"1.4318164870717,103.785162448842",Woodlands,9,58
"1.43343619748538,103.787422681373",Woodlands,4,58
"1.44259053537399,103.798580792917",Woodlands,11,53
"1.44817394200904,103.803035445933",Sembawang,23,62
"1.43713528912593,103.796372151079",Woodlands,9,54
"1.42885252556682,103.772369189958",Marsiling,6,57
"1.44434036268853,103.793949128001",Woodlands,5,61
"1.44214857011821,103.802298646195",Woodlands,6,49
"1.44512875522161,103.791320317117",Woodlands,9,66
"1.43058440482082,103.796276091664",Woodlands,9,57
"1.4331489121414,103.795209587547",Woodlands,9,61
"1.43295934850925,103.776737651554",Marsiling,7,54
"1.44039723805835,103.795020327196",Woodlands,4,55
"1.44337046612204,103.802406420773",Woodlands,7,51
"1.43987157787967,103.789355479613",Woodlands,9,56
"1.42958489778701,103.828851112708",Yishun,17,48
"1.43403211971292,103.83882419471",Yishun,10,51
"1.4343740126715,103.835607639262",Yishun,8,49
"1.42539842469037,103.833259035976",Yishun,4,46
"1.42141170441529,103.848563744666",Yishun,30,59
"1.42066731724757,103.846207771514",Khatib,16,60
"1.41908721329152,103.838655467519",Khatib,7,46
"1.42098979316417,103.836352971103",Khatib,11,46
"1.42936330969488,103.83256651573",Yishun,4,41
"1.42897509455019,103.832444558449",Yishun,6,41
"1.42908098467002,103.845879659833",Yishun,8,49
"1.41544346877112,103.835215124962",Khatib,2,42
"1.43896457843625,103.837500561028",Yishun,2,55
"1.42020085631272,103.836152894984",Khatib,5,45
"1.36511908595886,103.841742478489",Ang Mo Kio,6,56
"1.36701311906137,103.855585761202",Ang Mo Kio,6,39
"1.37914985571526,103.840938206473",Yio Chu Kang,8,38
"1.37667706463381,103.838361037555",Yio Chu Kang,14,45
"1.3748597302123,103.850224901404",Ang Mo Kio,14,37
"1.36408620030202,103.856692408941",Ang Mo Kio,4,42
"1.3665990830055,103.846874423696",Ang Mo Kio,10,35
"1.36941049804616,103.846059822142",Ang Mo Kio,10,34
"1.33433432226397,103.917712559288",Bedok North,32,34
"1.3260876838722,103.928232502969",Bedok,10,33
"1.32591889655628,103.91975686812",Kembangan,6,40
"1.3279979407231,103.92324860169",Bedok,43,40
"1.32873535148094,103.936506738278",Bedok,13,41
"1.3268704456533,103.923848194061",Bedok,33,40
"1.33370804056258,103.907540967141",Kaki Bukit,7,43
"1.33269651933712,103.90774299752",Kaki Bukit,3,42
"1.34913809640172,103.852878507674",Bishan,10,34
"1.34762239826035,103.757150072517",Bukit Batok,6,55
"1.34677496983575,103.753335935038",Bukit Batok,8,46
"1.34712172862216,103.750057276189",Bukit Batok,10,42
"1.34600090748097,103.750367726623",Bukit Batok,5,44
"1.36393942184816,103.752556035691",Bukit Gombak,8,47
"1.36258176240237,103.749872806023",Bukit Gombak,3,48
"1.27483128151468,103.810941362052",Telok Blangah,12,37
"1.29182862424357,103.826545813025",Tiong Bahru,3,29
"1.28385157947843,103.828964702534",Tiong Bahru,4,22
"1.28685098221519,103.811712481804",Redhill,2,25
"1.37450314600347,103.775760431174",Pending,2,49
"1.38057053056182,103.76973269177",Bangkit,33,57
"1.38061381455692,103.770645093029",Bangkit,34,57
"1.38479071750353,103.765616956874",Jelapang,8,59
"1.37580545998649,103.744793478077",South View,28,60
"1.38047055057828,103.755211075265",Phoenix,15,54
"1.37961045064346,103.741530726305",South View,3,56
"1.37642221610651,103.740504704448",South View,34,63
"1.40102235751598,103.749862447053",Yew Tee,7,54
"1.39660911377874,103.749729373216",Yew Tee,7,51
"1.38041181166501,103.75258047021",Teck Whye,3,55
"1.39339017198123,103.742747108286",Yew Tee,6,57
"1.39234090627859,103.746943594779",Yew Tee,6,57
"1.31849298732441,103.766701647482",Clementi,6,38
"1.32206108860648,103.76601401343",Clementi,18,41
"1.30430459726736,103.761683218919",Clementi,14,50
"1.30290853647214,103.763755266113",Clementi,1,49
"1.3076365648207,103.761325947461",Clementi,18,46
"1.304974887429,103.761861975982",Clementi,7,50
"1.31463913092205,103.764797687774",Clementi,5,30
"1.31663371565974,103.763934137674",Clementi,11,33
"1.32940434763773,103.889196979567",MacPherson,32,28
"1.32580408523453,103.901292368319",Ubi,3,39
"1.32006886595229,103.882818111651",Aljunied,7,26
"1.32994002346249,103.889189084492",MacPherson,35,28
"1.32989202076676,103.888112904804",MacPherson,26,35
"1.32984589930417,103.90149194044",Ubi,6,33
"1.35223030818128,103.885711060613",Kovan,11,56
"1.3759986435899,103.884121407611",Hougang,5,58
"1.37880458762233,103.894283804483",Buangkok,9,54
"1.36954473193202,103.880476374526",Kovan,6,56
"1.3719697597391,103.880384628129",Hougang,1,58
"1.34995541462242,103.71770480961",Lakeside,4,50
"1.33867048179835,103.719135213429",Lakeside,5,48
"1.34735316476219,103.723952193836",Lakeside,7,46
"1.35431435538399,103.722395940054",Lakeside,6,58
"1.34508681384068,103.717978485296",Lakeside,9,46
"1.34642397230739,103.720898095436",Lakeside,16,45
"1.34374461019775,103.696418783167",Pioneer,2,52
"1.32896082457078,103.722279551998",Lakeside,7,57
"1.34135748843057,103.706707486532",Boon Lay,14,44
"1.34384901678586,103.6935080903",Pioneer,7,53
"1.3427083627467,103.693576643138",Pioneer,5,55
"1.34196774029869,103.698889712493",Pioneer,12,49
"1.32712439587226,103.721781699843",Lakeside,9,55
"1.30237002555566,103.88359641393",Mountbatten,8,32
"1.32853234946813,103.857852465902",Boon Keng,2,44
"1.30016459105,103.884228450233",Mountbatten,7,33
"1.31551162976199,103.850377879064",Farrer Park,6,34
"1.32319537324232,103.86795724315",Geylang Bahru,6,32
"1.32871478392959,103.850545321033",Toa Payoh,7,35
"1.3244455415621,103.8626105247",Boon Keng,3,38
"1.30510240111456,103.91266479937",Kembangan,16,43
"1.37519519796141,103.957148366253",Pasir Ris,9,51
"1.36902277185274,103.960913196589",Pasir Ris,6,58
"1.37310127825062,103.945674473619",Pasir Ris,6,44
"1.37640020264297,103.933539788895",Pasir Ris,9,65
"1.37758995148537,103.936409748047",Pasir Ris,9,60
"1.37449502119344,103.95736253025",Pasir Ris,9,50
"1.37416575605544,103.957269905237",Pasir Ris,9,50
"1.36843792148695,103.957538790848",Pasir Ris,5,57
"1.36484627308961,103.964113181254",Tampines East,6,65
"1.37101212062638,103.961725872647",Pasir Ris,6,59
"1.37468101222365,103.943850333671",Pasir Ris,11,48
"1.3706314383911,103.94982763028",Pasir Ris,2,43
"1.37698794094569,103.944846221514",Pasir Ris,5,50
"1.40667672210889,103.911613297113",Damai,26,61
"1.39943218267508,103.917510729317",Kadaloor,59,57
"1.40971096118277,103.899898384977",Sumang,76,57
"1.40478291873635,103.912978515395",Oasis,21,60
"1.40532418039845,103.913280733404",Oasis,48,61
"1.40036549350585,103.91763192338",Kadaloor,25,64
"1.40006476990517,103.91785153697",Kadaloor,31,58
"1.40631693046248,103.908463046017",Damai,11,56
"1.40641380778331,103.908805683601",Damai,12,56
"1.40591156262743,103.908288150968",Damai,20,55
"1.40932267495625,103.900801836373",Sumang,96,55
"1.39410054093191,103.911356171377",Coral Edge,17,58
"1.40453606912894,103.914012816111",Oasis,51,60
"1.40490974914062,103.913969471596",Oasis,18,61
"1.4007712264439,103.917348684837",Kadaloor,21,59
"1.30934498335733,103.795559353753",Holland Village,23,33
"1.31105861060205,103.791886571185",Buona Vista,14,31
"1.2949922696335,103.8117965437",Queenstown,45,30
"1.29318964398969,103.81125258838",Queenstown,14,29
"1.44634275801164,103.82081661201",Sembawang,3,49
"1.44468992379986,103.822441620312",Sembawang,8,52
"1.45129656287889,103.824120156543",Sembawang,11,51
"1.39121037433518,103.87468891105",Fernvale,16,58
"1.39798359035227,103.8784589917",Kupang,46,60
"1.39604094734393,103.880735419984",Kupang,33,57
"1.39677177049675,103.881104301377",Kupang,22,55
"1.39649875629749,103.880447337309",Kupang,31,58
"1.39282417800809,103.902400185088",Compassvale,8,55
"1.39674216564884,103.895331584899",Cheng Lim,31,52
"1.39689621112725,103.877785328873",Thanggam,20,59
"1.36995099685808,103.872312298412",Kovan,6,52
"1.34738871145192,103.949231684357",Simei,10,46
"1.35280486315014,103.951145717078",Tampines East,13,46
"1.35731431611461,103.947005050195",Tampines,7,48
"1.34763507689117,103.936695602239",Tampines West,7,43
"1.34463284482177,103.955923914286",Simei,11,39
"1.35955070322442,103.957814102254",Tampines East,3,52
"1.3507018176439,103.957051867879",Tampines East,3,56
"1.35881521333151,103.935941240974",Tampines,7,54
"1.3630082896792,103.952704897774",Tampines East,14,56
"1.35835090076118,103.938908850193",Tampines,36,46
"1.35670606456443,103.933499178921",Tampines,9,54
"1.35670900289357,103.931385349285",Tampines,41,58
"1.34787831404331,103.941741144043",Tampines West,7,46
"1.33220626321248,103.845452861739",Toa Payoh,29,30
"1.3349672085704,103.857205938309",Toa Payoh,10,39
"1.33736006933422,103.8594923946",Potong Pasir,17,38
"1.3375718690811,103.858843935428",Potong Pasir,7,43
"1.33576224832845,103.847631110791",Toa Payoh,10,30
"1.33529156665114,103.849247126145",Toa Payoh,2,31
"1.34177310664554,103.856039796964",Braddell,12,42
"1.3427643319014,103.855872559307",Braddell,6,48
"1.3362682080095,103.858315233952",Toa Payoh,8,41
"1.44067109860246,103.775739945213",Marsiling,12,67
"1.44051412313324,103.778621615198",Woodlands,9,64
"1.44529965536515,103.793269737338",Woodlands,11,62
"1.44538363557429,103.795975414968",Woodlands,8,56
"1.44283764811354,103.79681411892",Woodlands,9,55
"1.44456206997385,103.800811554206",Woodlands,5,52
"1.4407767693337,103.797420277053",Woodlands,2,52
"1.43004416735978,103.780454637803",Marsiling,3,63
"1.43883122583239,103.789589257706",Woodlands,4,57
"1.43992345062736,103.80201525015",Woodlands,5,49
"1.4360094594713,103.789721786058",Woodlands,6,58
"1.43580504809942,103.795253987843",Woodlands,8,58
"1.43272193932997,103.796846435522",Woodlands,6,59
"1.42940389596979,103.772728145323",Marsiling,7,60
"1.44448968447959,103.792643075252",Woodlands,6,65
"1.42989030003699,103.796403905753",Woodlands,6,54
"1.41696049844254,103.835347787187",Khatib,4,41
"1.43409342098238,103.839979155802",Yishun,4,51
"1.43063855969787,103.838133411469",Yishun,9,50
"1.41605960153323,103.836795807043",Khatib,9,46
"1.4311373790392,103.829957442929",Yishun,7,46
"1.41887402409135,103.833291182336",Khatib,3,38
"1.36844644010937,103.844516260527",Ang Mo Kio,12,43
"1.37829205312001,103.837251895809",Yio Chu Kang,11,47
"1.36445336562983,103.853655231224",Ang Mo Kio,14,38
"1.33274009226511,103.936223519694",Bedok Reservoir,13,48
"1.33212313291916,103.93105149637",Bedok Reservoir,9,40
"1.33541606639526,103.922350069667",Bedok North,17,41
"1.32828083033915,103.931611137309",Bedok,7,35
"1.33386999449984,103.94205674836",Tanah Merah,11,53
"1.32964201790706,103.938821071117",Tanah Merah,9,47
"1.32789302968468,103.923874941007",Bedok,42,40
"1.3318679857149,103.907573911026",Kaki Bukit,5,43
"1.32066917046167,103.944689528272",Tanah Merah,2,45
"1.36161482106062,103.843937147665",Ang Mo Kio,7,46
"1.35717822124501,103.848152969032",Bishan,7,38
"1.35628009744133,103.845894054401",Bishan,6,35
"1.35627246709414,103.848249854181",Bishan,7,36
"1.34848615466343,103.752597900148",Bukit Batok,7,45
"1.34306435513309,103.75567762679",Bukit Batok,6,54
"1.36139508011177,103.746516655571",Bukit Gombak,8,49
"1.36576439078241,103.745399255467",Bukit Gombak,3,56
"1.28977813992267,103.826793758887",Tiong Bahru,3,24
"1.28874603704088,103.828824191655",Tiong Bahru,13,24
"1.28798878836651,103.821947260359",Tiong Bahru,11,23
"1.27784876576774,103.830811459909",Outram Park,9,30
"1.28040157426854,103.829278570017",Tiong Bahru,4,26
"1.27302201949382,103.82212324602",HarbourFront,3,41
"1.28363467623261,103.828128050891",Tiong Bahru,5,21
"1.38143384735951,103.771366304235",Bangkit,18,55
"1.37730128071547,103.767979335905",Petir,2,55
"1.38148756854256,103.770942229271",Bangkit,34,57
"1.38852628729508,103.77035294286",Segar,26,58
"1.30570669675965,103.854943251549",Jalan Besar,12,20
"1.38158682382234,103.753828252297",Teck Whye,10,49
"1.37780775426379,103.74306718468",South View,12,58
"1.4019620367156,103.751987230663",Yew Tee,19,57
"1.39371737606695,103.743762503939",Yew Tee,9,54
"1.3998050633755,103.747145323815",Yew Tee,8,52
"1.37805373450801,103.750693424497",Keat Hong,11,64
"1.3932185910197,103.74674083544",Yew Tee,5,57
"1.31251199063401,103.763268836507",Clementi,12,34
"1.31361567894894,103.764809966953",Clementi,7,31
"1.3056127219172,103.76360266187",Clementi,16,49
"1.32932082372457,103.888071748726",MacPherson,22,34
"1.31791229406491,103.901388353954",Eunos,8,27
"1.36497584742043,103.896809883055",Hougang,9,53
"1.3736394979687,103.896187663804",Hougang,8,47
"1.36948816422428,103.884788737402",Hougang,7,61
"1.37676277666481,103.878108300823",Tongkang,11,57
"1.37796504160946,103.888219983131",Buangkok,6,60
"1.37670584605136,103.882497236424",Hougang,6,59
"1.37752183749176,103.883813276017",Hougang,8,60
"1.37953890276955,103.879954453242",Tongkang,7,59
"1.35714409402773,103.888970066565",Kovan,6,47
"1.37323571734193,103.881702287093",Hougang,2,58
"1.35660452934466,103.883650622241",Kovan,11,44
"1.34382869717494,103.741654163177",Chinese Garden,19,51
"1.32254226544254,103.737560699176",Jurong East,40,58
"1.34227314306725,103.740101374257",Chinese Garden,8,49
"1.34994543559348,103.725180466645",Lakeside,7,51
"1.34494171279788,103.707024183364",Boon Lay,5,51
"1.34641262878569,103.697839347889",Pioneer,4,58
"1.3461552094198,103.701169369401",Boon Lay,3,53
"1.34000730508584,103.693804703262",Pioneer,10,49
"1.3396360470162,103.720528200834",Lakeside,4,43
"1.3397824958972,103.700667738786",Pioneer,7,48
"1.34665889281139,103.699099859364",Pioneer,5,57
"1.34566786108845,103.695791563809",Pioneer,4,56
"1.34633419863932,103.696531225915",Pioneer,9,57
"1.34267202573949,103.688333030285",Pioneer,4,57
"1.30283219012693,103.882979059119",Mountbatten,11,31
"1.294801401498,103.854467487996",Esplanade,8,16
"1.30129028933217,103.884012115114",Mountbatten,10,32
"1.32058609456907,103.862002015145",Boon Keng,3,29
"1.32626270934533,103.857341314954",Boon Keng,3,47
"1.36795278578738,103.958702642513",Pasir Ris,6,58
"1.36731380774802,103.954362847168",Pasir Ris,4,57
"1.37073379068476,103.96245801481",Pasir Ris,7,61
"1.37535084700775,103.947376563493",Pasir Ris,9,43
"1.40540203681824,103.895910481206",Soo Teck,32,58
"1.40494870154993,103.896007686194",Soo Teck,25,56
"1.40566213236302,103.908718985826",Damai,39,53
"1.39973067460365,103.900732056743",Cove,18,54
"1.39296771529535,103.911961961755",Coral Edge,11,58
"1.2957304268451,103.809759937443",Queenstown,112,29
"1.30697526832762,103.797080329252",Holland Village,8,29
"1.45605340849303,103.815585811538",Sembawang,13,59
"1.45520101606352,103.813588642102",Sembawang,10,58
"1.45207234036044,103.815078837799",Sembawang,4,54
"1.44611443203674,103.820034053023",Sembawang,7,49
"1.45125280194375,103.822961716013",Sembawang,7,53
"1.39564692396471,103.888633285424",Farmway,1,56
"1.39552167463018,103.902214028744",Compassvale,17,54
"1.38813209503832,103.89725765372",Sengkang,4,51
"1.39248357533523,103.907225369474",Rumbia,7,57
"1.39088901071724,103.89063413206",Renjong,13,53
"1.39219791250272,103.898456289529",Sengkang,9,48
"1.38276428893595,103.899272035914",Ranggung,7,55
"1.38603998336502,103.896966686372",Ranggung,10,53
"1.38721445178077,103.895525257108",Ranggung,10,49
"1.35052006015449,103.875560517345",Serangoon,13,39
"1.35506200468668,103.870871861186",Serangoon,11,44
"1.34849544899052,103.875566867625",Serangoon,6,38
"1.36645063324257,103.872110832451",Kovan,8,60
"1.37203547186336,103.87372441663",Kovan,3,60
"1.35114990174236,103.954792487832",Tampines East,6,51
"1.35911452071564,103.946078782025",Tampines,13,44
"1.34302556609258,103.951759832167",Simei,5,37
"1.34084991073361,103.951433717517",Simei,10,39
"1.34488867578581,103.953241348812",Simei,10,39
