LatLong,nearest MRT,Count,travel time to RP in minutes
"1.27239853587858,103.825625504182",HarbourFront,11,34
"1.28809868332674,103.831032031024",Tiong Bahru,7,23
"1.27446978425392,103.825878114028",HarbourFront,10,38
"1.27688307363768,103.840085627903",Outram Park,13,24
"1.28152280420004,103.830035757166",Tiong Bahru,54,25
"1.28486466867448,103.830500488707",Tiong Bahru,5,21
"1.28489922215081,103.831584184636",Tiong Bahru,8,22
"1.28974209684545,103.821375681569",Redhill,10,24
"1.28848714024235,103.813351515007",Redhill,10,22
"1.27776030069589,103.820730062207",Tiong Bahru,11,35
"1.28070197642689,103.813353428682",Redhill,16,41
"1.2826810505173,103.826583442179",Tiong Bahru,26,21
"1.28285654819351,103.829496414106",Tiong Bahru,25,23
"1.28488704625843,103.82278181902",Tiong Bahru,5,25
"1.28793756967297,103.816790861272",Redhill,28,20
"1.2879638071767,103.816243088714",Redhill,25,19
"1.28871631968437,103.816854593836",Redhill,31,20
"1.27611797685125,103.809589962738",Telok Blangah,14,37
"1.27356673846343,103.83405815603",Outram Park,15,28
"1.27686784151249,103.808148580097",Telok Blangah,22,42
"1.27675646378157,103.808525245963",Telok Blangah,21,42
"1.28363467842249,103.828128059322",Tiong Bahru,5,21
"1.28902314290104,103.816276016167",Redhill,35,17
"1.27220181541331,103.811060837387",Telok Blangah,9,33
"1.2738835418848,103.839003328569",Outram Park,12,26
"1.28295503980413,103.827983319539",Tiong Bahru,12,21
"1.28270270194687,103.828491163221",Tiong Bahru,14,22
"1.28907506834277,103.815318433481",Redhill,27,20
"1.37495963279539,103.771466478176",Pending,13,57
"1.37343025396585,103.773924079454",Pending,18,50
"1.37523655617182,103.772368431232",Pending,10,46
"1.38233492640361,103.767677663417",Fajar,10,51
"1.38791096329786,103.772572478235",Segar,17,61
"1.3739808401432,103.775028040256",Pending,14,49
"1.38285734125021,103.762010135941",Senja,25,54
"1.38439637247239,103.770045042926",Fajar,1,57
"1.38225956454894,103.77026808809",Fajar,7,61
"1.38371721293326,103.766750828138",Jelapang,23,61
"1.38335905386749,103.768931967946",Fajar,7,61
"1.37896953663304,103.766375003722",Petir,12,53
"1.37935525582195,103.762296482155",Bukit Panjang,26,46
"1.37984403992366,103.763409218035",Bukit Panjang,27,48
"1.38153645835758,103.762138791815",Senja,18,51
"1.38552053964526,103.772118729237",Fajar,12,60
"1.38722762877204,103.772790109806",Segar,19,61
"1.37184315960331,103.775222401611",Pending,9,52
"1.37757321095782,103.775352835173",Bangkit,15,46
"1.38820615707893,103.767265836753",Segar,10,59
"1.38553502172905,103.759378313644",Senja,40,57
"1.38565259545477,103.762825738906",Jelapang,12,55
"1.37467345904799,103.770345210824",Pending,5,56
"1.37531520951441,103.765028861819",Petir,11,53
"1.3841841461098,103.766434636885",Jelapang,23,59
"1.33840274340359,103.772685810097",Beauty World,9,45
"1.31726629524359,103.806782877524",Farrer Road,9,41
"1.33917480423577,103.775341419034",Beauty World,18,41
"1.30658850181781,103.855218716278",Jalan Besar,16,22
"1.30702756018287,103.855527541511",Jalan Besar,10,22
"1.30671098278725,103.85013440636",Little India,11,26
"1.29679486357103,103.853907185582",Esplanade,14,18
"1.27727257328258,103.842917174799",Tanjong Pagar,11,15
"1.37837787722959,103.754764782165",Teck Whye,26,57
"1.37803539434682,103.745020692529",South View,16,56
"1.40115928939782,103.749807645909",Yew Tee,12,54
"1.40214978725236,103.752101604265",Yew Tee,17,58
"1.3774155546747,103.740781546727",South View,10,61
"1.37623030762822,103.736338345807",South View,17,60
"1.3802069557625,103.748137630209",Keat Hong,10,55
"1.38062798768557,103.741520103731",South View,8,54
"1.40378102388881,103.747662621714",Yew Tee,19,56
"1.38132792158886,103.742568460559",South View,12,52
"1.37999554881374,103.756963104815",Phoenix,14,55
"1.38246992704217,103.747346083254",South View,12,54
"1.39901658579842,103.744182210841",Yew Tee,15,52
"1.39727775331581,103.748932039354",Yew Tee,9,50
"1.40343593772923,103.75033691367",Yew Tee,37,56
"1.37894634652916,103.755847939018",Phoenix,18,48
"1.37658460954055,103.742297171999",South View,9,62
"1.40368580815325,103.751581291592",Yew Tee,20,59
"1.40106749729864,103.744024958299",Yew Tee,10,55
"1.38794756262544,103.741378171035",Choa Chu Kang,6,59
"1.38086551927932,103.757683733859",Phoenix,13,54
"1.40292361646725,103.748268655447",Yew Tee,9,56
"1.40199745834198,103.750078423488",Yew Tee,12,57
"1.39301282897146,103.743262359418",Yew Tee,9,56
"1.39485524508122,103.748044130582",Yew Tee,3,50
"1.39508339823971,103.748349087563",Yew Tee,5,51
"1.39780651380058,103.748372512668",Yew Tee,9,55
"1.39632681321865,103.74495548859",Yew Tee,8,50
"1.39628678045986,103.743678368477",Yew Tee,3,54
"1.30424477803195,103.761706994745",Clementi,16,51
"1.31115775820738,103.761017537669",Clementi,24,43
"1.303442198537,103.768633365525",Clementi,32,45
"1.31810006477416,103.766692603667",Clementi,12,34
"1.32271179028812,103.76988810369",Clementi,10,45
"1.31374471195404,103.767781828711",Clementi,7,35
"1.30483690300269,103.762212950736",Clementi,4,50
"1.31949018164234,103.767337871668",Clementi,12,37
"1.32217649495476,103.764912144396",Clementi,20,40
"1.31115141655133,103.766935151813",Clementi,16,35
"1.31179955737888,103.767250190991",Clementi,12,34
"1.30962652347548,103.771123130536",Dover,37,45
"1.31489619639366,103.764423054189",Clementi,30,27
"1.32098588665274,103.763231689844",Clementi,9,41
"1.3162903980152,103.769532089119",Clementi,15,38
"1.31939291785822,103.884439876207",Aljunied,38,27
"1.32273477524955,103.888103198161",MacPherson,27,35
"1.33097096666446,103.886540431592",Tai Seng,19,35
"1.32502329293423,103.887461497078",MacPherson,24,32
"1.32374151802981,103.904360289416",Eunos,24,32
"1.33154985525199,103.885517887171",Tai Seng,3,35
"1.32420851411719,103.885466916786",Mattar,6,33
"1.32698404492367,103.887148432844",MacPherson,11,33
"1.32573742833728,103.887054329523",MacPherson,14,32
"1.30847854465222,103.882287785645",Mountbatten,14,34
"1.32646063251974,103.902007029513",Ubi,11,36
"1.32180028934437,103.904424346286",Eunos,21,28
"1.30886331826405,103.885372677037",Dakota,7,37
"1.32650643553954,103.904049563769",Ubi,17,40
"1.32475910483394,103.902107398949",Eunos,13,32
"1.32259415243858,103.884296105282",Mattar,7,31
"1.31817735130958,103.885425829984",Aljunied,11,24
"1.30946949657983,103.882437524567",Mountbatten,18,31
"1.30786613821918,103.888566652112",Dakota,8,35
"1.36981324055211,103.882210989427",Kovan,7,58
"1.35807253232842,103.891946844004",Kovan,18,50
"1.35222410533911,103.88568850352",Kovan,9,56
"1.3701440065551,103.883968140531",Hougang,15,60
"1.37066202441709,103.881676255416",Hougang,6,59
"1.36778671687043,103.895530258805",Hougang,18,49
"1.3740756748707,103.890715774575",Hougang,8,47
"1.36553095979945,103.889460635529",Hougang,13,51
"1.35276525799641,103.887876084862",Kovan,20,56
"1.3626577042511,103.891921506467",Kovan,15,51
"1.37096742046403,103.88649685593",Hougang,18,50
"1.3788033441094,103.890373625219",Buangkok,11,57
"1.36596036769891,103.888646476566",Hougang,9,51
"1.37239536533304,103.889038095817",Hougang,17,47
"1.37871324287176,103.878523628473",Tongkang,11,55
"1.37240832629388,103.899433277247",Hougang,10,55
"1.35532858945575,103.889376316331",Kovan,14,50
"1.37210569373169,103.899099276298",Hougang,14,54
"1.36575849509964,103.889720136349",Hougang,18,51
"1.37662335333217,103.880796067166",Hougang,10,56
"1.36778751494032,103.89392989782",Hougang,7,51
"1.37746990324755,103.886929044359",Hougang,16,61
"1.35252680179377,103.879594937532",Serangoon,20,46
"1.37276572375702,103.887618824824",Hougang,15,49
"1.35650868784233,103.891840640482",Kovan,16,51
"1.37955905829566,103.891414156096",Buangkok,13,59
"1.35144317409156,103.879513312231",Serangoon,11,46
"1.37844987447131,103.891897726177",Buangkok,9,54
"1.36924226816817,103.895970405216",Hougang,12,48
"1.37774257931559,103.878389313554",Tongkang,9,57
"1.38044801592325,103.879579342737",Tongkang,16,59
"1.38209501456331,103.880612695677",Tongkang,24,63
"1.36888651247082,103.883561152084",Kovan,16,62
"1.37624747605037,103.8931285136",Hougang,7,47
"1.37610015874638,103.880942241584",Hougang,19,57
"1.37280668545918,103.886904274267",Hougang,7,50
"1.37662824467932,103.878798899667",Tongkang,13,57
"1.37663270919069,103.879383694154",Hougang,10,57
"1.37575573049314,103.890287905548",Hougang,12,48
"1.37127600641449,103.880058705708",Kovan,12,58
"1.37542347327419,103.894728671793",Hougang,7,48
"1.3707495459136,103.890329112915",Hougang,14,44
"1.35441882555226,103.887461889803",Kovan,4,51
"1.37747963060633,103.890340423335",Buangkok,8,52
"1.35197715513941,103.883313455892",Kovan,17,57
"1.37879301097484,103.894281703687",Buangkok,10,54
"1.38031493250493,103.889395003894",Buangkok,8,58
"1.37499448017056,103.893254850914",Hougang,3,45
"1.3514922855912,103.88323988763",Kovan,20,58
"1.36971638140621,103.893429934937",Hougang,16,47
"1.36884149044469,103.895593178635",Hougang,5,47
"1.36987840279112,103.889859718034",Hougang,11,45
"1.38093220261348,103.889121423349",Buangkok,13,59
"1.32030252805209,103.74184852426",Jurong East,13,55
"1.31955255991308,103.742644766325",Jurong East,10,54
"1.33676127826379,103.742966309322",Jurong East,7,39
"1.34183686414354,103.738021461447",Chinese Garden,22,45
"1.34920755762646,103.731256052741",Chinese Garden,17,51
"1.33887088246403,103.736218506114",Chinese Garden,23,44
"1.32349635256112,103.737884227151",Jurong East,12,58
"1.34465302453655,103.734485227961",Chinese Garden,25,46
"1.34603432938681,103.732850513855",Chinese Garden,15,49
"1.3371914743342,103.741941852951",Jurong East,13,40
"1.33866294623076,103.745669515937",Jurong East,16,44
"1.32275524437283,103.738658086826",Jurong East,13,55
"1.34835984001849,103.730997471516",Chinese Garden,10,50
"1.34060750883164,103.737453992981",Chinese Garden,11,43
"1.33989545035108,103.746414934077",Jurong East,21,45
"1.34968370533554,103.731905666581",Chinese Garden,23,52
"1.34945934187377,103.712840315508",Lakeside,15,52
"1.34868437470614,103.712359844107",Lakeside,11,49
"1.33570402533121,103.724078165253",Lakeside,33,54
"1.3483471084985,103.727243025871",Lakeside,12,51
"1.34034412790429,103.687842202472",Pioneer,9,57
"1.34982760465022,103.718843758186",Lakeside,7,46
"1.34809707501986,103.724184231142",Lakeside,12,46
"1.34550445307942,103.720569126146",Lakeside,26,43
"1.35088144577666,103.704062250377",Boon Lay,16,61
"1.33971747972051,103.68606107405",Pioneer,12,59
"1.34533518976214,103.695853341574",Pioneer,11,56
"1.34287698980059,103.689772560657",Pioneer,9,55
"1.34639960938208,103.694137816364",Pioneer,12,57
"1.34350458450854,103.693705527291",Pioneer,9,53
"1.34307733543561,103.692906024314",Pioneer,12,55
"1.35057175087713,103.72717276553",Lakeside,15,54
"1.34301934308969,103.695659836065",Pioneer,2,50
"1.34122919260209,103.694393602769",Pioneer,6,47
"1.33911774809754,103.693671500024",Pioneer,12,49
"1.35030062908903,103.722313913056",Lakeside,13,49
"1.34192750093216,103.703386066194",Boon Lay,14,45
"1.35282431865817,103.724982266808",Lakeside,8,56
"1.33553724025521,103.698482008728",Pioneer,28,44
"1.35256372860883,103.723569457588",Lakeside,14,55
"1.34679376658956,103.698901258517",Pioneer,6,59
"1.3332396770301,103.722683916463",Lakeside,12,55
"1.341877297093,103.702203679337",Boon Lay,16,47
"1.34395708826043,103.69981557618",Pioneer,18,52
"1.33559727850344,103.69448630919",Pioneer,8,46
"1.34290033614079,103.706185188199",Boon Lay,17,46
"1.33936579398539,103.720184380509",Lakeside,10,47
"1.33896760557525,103.697949806462",Pioneer,10,43
"1.35248124739534,103.720399429592",Lakeside,13,51
"1.34480139690531,103.707299106579",Boon Lay,8,56
"1.33911208494499,103.719850652771",Lakeside,17,47
"1.33652389687164,103.694493942627",Pioneer,19,45
"1.34020748183852,103.721534317406",Lakeside,17,42
"1.33797471643971,103.700171739975",Pioneer,10,44
"1.34312102349205,103.707051960202",Boon Lay,9,47
"1.34383999434612,103.704216582811",Boon Lay,25,48
"1.35365693617407,103.702944187723",Boon Lay,18,65
"1.34332966235335,103.69167853351",Pioneer,7,55
"1.35145036166323,103.703485290422",Boon Lay,20,61
"1.34749415546441,103.70794092817",Boon Lay,10,56
"1.35015314493401,103.704293139292",Boon Lay,11,63
"1.34439040632356,103.715097702741",Lakeside,6,50
"1.34658168771304,103.696428421059",Pioneer,5,57
"1.34535269242821,103.704959975034",Boon Lay,16,51
"1.34032757892166,103.698247310085",Pioneer,21,45
"1.34446133704193,103.702315277328",Boon Lay,15,49
"1.34409724788485,103.702860640067",Boon Lay,15,48
"1.34486489552662,103.703395356177",Boon Lay,24,48
"1.34563047616405,103.705038025438",Boon Lay,19,51
"1.33772592715602,103.720184719217",Lakeside,9,47
"1.34091242945772,103.694650990398",Pioneer,3,52
"1.35087571532422,103.716353293406",Lakeside,15,52
"1.35157134078567,103.723964571541",Lakeside,20,55
"1.33959189050404,103.696357637705",Pioneer,19,47
"1.33369142178284,103.72126635519",Lakeside,22,55
"1.35478633435811,103.722563908677",Lakeside,16,58
"1.35312055853389,103.718929648444",Lakeside,6,55
"1.3383278088889,103.697637928279",Pioneer,18,41
"1.33569163767409,103.704301685702",Boon Lay,28,48
"1.33616114819619,103.697939908081",Pioneer,29,42
"1.3386054995034,103.70007918145",Pioneer,10,45
"1.34510044671572,103.706911690132",Boon Lay,3,51
"1.33577599540978,103.695432323438",Pioneer,23,47
"1.3528655530538,103.703280481903",Boon Lay,24,68
"1.33966177435104,103.70013784164",Pioneer,20,46
"1.35367352760289,103.726384287671",Lakeside,24,61
"1.34502198138422,103.693526129252",Pioneer,4,54
"1.34350781906318,103.702815760303",Boon Lay,23,48
"1.32913047297773,103.721502089885",Lakeside,4,57
"1.33793644267156,103.699282789577",Pioneer,11,43
"1.33976799996162,103.70137980533",Pioneer,15,46
"1.30399231690916,103.864419251804",Lavender,10,24
"1.32613207103741,103.858096717028",Boon Keng,22,48
"1.32100020851204,103.868321383856",Geylang Bahru,22,30
"1.31862347782977,103.862324355167",Boon Keng,8,28
"1.31430707569496,103.856659538355",Farrer Park,14,31
"1.31423066306718,103.870061147604",Kallang,11,21
"1.31969547154613,103.868364964604",Geylang Bahru,39,29
"1.3247396755322,103.862860231376",Boon Keng,20,38
"1.30736241836646,103.860472435164",Lavender,13,19
"1.31369315585356,103.840387458086",Newton,9,26
"1.30017763078184,103.884043220585",Mountbatten,8,33
"1.32810958408436,103.857125685289",Boon Keng,3,44
"1.32574105577942,103.858108254641",Boon Keng,15,48
"1.31370473837276,103.851597798894",Farrer Park,7,30
"1.31896793997824,103.856341994979",Boon Keng,17,37
"1.30508442984799,103.862599006613",Lavender,6,23
"1.31895176233165,103.850517972593",Novena,12,32
"1.31606256409181,103.851611305628",Farrer Park,11,34
"1.32221075711137,103.868500280143",Geylang Bahru,12,30
"1.31686648129657,103.849363583015",Novena,11,37
"1.31633807257608,103.848468483993",Novena,13,36
"1.32432231336421,103.868159565036",Geylang Bahru,8,31
"1.32583330364152,103.857179319976",Boon Keng,13,47
"1.32323455697139,103.862732454087",Boon Keng,12,35
"1.3207995912383,103.853327785421",Farrer Park,14,39
"1.32796267483785,103.844826964123",Toa Payoh,17,32
"1.30611781253448,103.914026029355",Kembangan,12,44
"1.30337032890276,103.907439956881",Eunos,4,42
"1.30482902187779,103.918614976369",Kembangan,18,46
"1.36750966709317,103.957518917808",Pasir Ris,9,55
"1.37670233076646,103.934747156516",Pasir Ris,13,61
"1.36646097090434,103.951698693315",Pasir Ris,14,49
"1.37564544660894,103.935863846869",Pasir Ris,11,60
"1.37641706690396,103.939594208675",Pasir Ris,7,55
"1.37007368495954,103.956730877173",Pasir Ris,13,54
"1.37962686332574,103.940582032379",Pasir Ris,15,57
"1.37406387560275,103.937049582723",Pasir Ris,6,59
"1.37979337993307,103.940918757328",Pasir Ris,24,56
"1.37358084217304,103.94436502031",Pasir Ris,9,45
"1.36902276309277,103.960913206652",Pasir Ris,7,58
"1.36899801064525,103.958647641559",Pasir Ris,7,58
"1.37244558096567,103.956149923828",Pasir Ris,8,50
"1.37578465528493,103.94043022067",Pasir Ris,15,56
"1.38118702553862,103.935844067253",Pasir Ris,9,61
"1.37328803650135,103.961830001962",Pasir Ris,21,58
"1.36874937350141,103.948912808424",Pasir Ris,15,44
"1.38176171803456,103.938577970169",Pasir Ris,13,61
"1.37494128665342,103.96059003892",Pasir Ris,4,58
"1.37783520639571,103.934582519119",Pasir Ris,13,60
"1.37836876146817,103.935588205501",Pasir Ris,8,60
"1.37362757229605,103.954517357402",Pasir Ris,6,46
"1.36598903240391,103.959675295956",Tampines East,6,58
"1.37324512997246,103.946701655484",Pasir Ris,8,45
"1.37060375736955,103.96301959535",Pasir Ris,8,60
"1.37336872347599,103.962796974808",Pasir Ris,10,60
"1.36703127928147,103.961627543415",Tampines East,6,66
"1.37301618639189,103.962368251713",Pasir Ris,10,60
"1.37068230836737,103.96250106435",Pasir Ris,6,61
"1.36430485980042,103.962666631803",Tampines East,8,65
"1.36749750148651,103.962384353702",Tampines East,6,65
"1.36958955845832,103.950289388629",Pasir Ris,7,44
"1.3829779022172,103.937054462632",Pasir Ris,6,63
"1.3689614816091,103.953357370821",Pasir Ris,13,48
"1.39499896632261,103.914754330362",Riviera,20,58
"1.39767203537129,103.905598767902",Cove,15,59
"1.39953661476964,103.903245841272",Cove,15,55
"1.39579971783121,103.907555598729",Meridian,26,57
"1.40609259284716,103.905395309677",Punggol,24,52
"1.4031490468413,103.898975756502",Soo Teck,40,53
"1.40228431161544,103.902104278605",Punggol,24,49
"1.39209206159846,103.910022480355",Coral Edge,34,61
"1.39454889110377,103.911106168329",Coral Edge,22,58
"1.39881003085177,103.909845612504",Meridian,6,61
"1.39719879396476,103.906825785664",Meridian,19,59
"1.39512803214592,103.914467126167",Riviera,14,58
"1.39717530594813,103.905229595049",Cove,14,60
"1.39940654439881,103.908430998774",Meridian,25,58
"1.3999679293622,103.90901300279",Meridian,19,60
"1.39686683341913,103.915410431349",Riviera,22,61
"1.40311626293288,103.90228736359",Punggol,22,47
"1.39951250463624,103.909752732647",Meridian,18,61
"1.30674648149908,103.797955728951",Commonwealth,8,29
"1.3038024471394,103.782320292088",one-north,20,40
"1.30702210759613,103.797024337128",Holland Village,6,29
"1.30936039548607,103.793205067682",Holland Village,60,30
"1.31390530868558,103.780601319398",Dover,27,34
"1.29664619926238,103.803619402049",Queenstown,1,24
"1.30814997104791,103.794275184926",Holland Village,11,31
"1.30914384420468,103.788419923521",Buona Vista,26,30
"1.29336074269525,103.809856966934",Queenstown,28,27
"1.29438213198317,103.805560246494",Queenstown,12,20
"1.29538263328405,103.804962382031",Queenstown,5,22
"1.29386098878546,103.811583887322",Queenstown,28,29
"1.29402164281341,103.808212801667",Queenstown,27,24
"1.29438697520562,103.811426489782",Queenstown,28,29
"1.45245222136363,103.81648846033",Sembawang,13,51
"1.45288094461879,103.823411094973",Sembawang,13,53
"1.44369870028224,103.821192155791",Sembawang,11,52
"1.44686608385044,103.82060863266",Sembawang,15,49
"1.45007680792364,103.820760326637",Sembawang,10,47
"1.44801595683776,103.817560653972",Sembawang,21,48
"1.44643784156419,103.81885853477",Sembawang,10,48
"1.44594229125957,103.820429169552",Sembawang,17,50
"1.45389053873224,103.815769086937",Sembawang,17,55
"1.45303321140803,103.817650679888",Sembawang,18,53
"1.45219746411589,103.817932344079",Sembawang,12,52
"1.45611278957306,103.817716581999",Sembawang,19,59
"1.44680507021155,103.817811633323",Sembawang,23,49
"1.44450474363115,103.818706030955",Sembawang,10,53
"1.44967865537361,103.825477345733",Sembawang,21,51
"1.45194275649274,103.815879050674",Sembawang,11,53
"1.45105057890399,103.822432144608",Sembawang,16,50
"1.45125279482673,103.822961721452",Sembawang,7,53
"1.4470356081005,103.822098675686",Sembawang,6,49
"1.39209223539633,103.875248015845",Fernvale,31,57
"1.38988769881462,103.888114475259",Tongkang,24,57
"1.3904964729756,103.906157175515",Rumbia,9,57
"1.39096346792355,103.889146783177",Tongkang,7,55
"1.39002903680073,103.903517302026",Bakau,20,58
"1.38655148699146,103.9067414866",Bakau,13,57
"1.38593215506966,103.903984341638",Bakau,4,57
"1.38409456683002,103.901075631499",Kangkar,14,56
"1.38215509990243,103.902852237154",Kangkar,9,57
"1.38416869382668,103.896647916276",Ranggung,18,50
"1.38545544642334,103.894490395737",Buangkok,30,45
"1.38291029056779,103.894452829323",Buangkok,25,47
"1.39595857485598,103.899066886208",Compassvale,22,53
"1.38709610184489,103.905723028588",Bakau,12,56
"1.38841932024871,103.907241901937",Bakau,17,57
"1.38579521121651,103.905413958592",Bakau,17,58
"1.38785512397153,103.908392900982",Bakau,28,59
"1.38629426559838,103.905380700368",Bakau,18,59
"1.38436210947006,103.902965031077",Kangkar,14,54
"1.38902209670852,103.8917280092",Renjong,13,52
"1.39561623545704,103.897941802132",Compassvale,12,52
"1.38930683858364,103.891098273363",Renjong,21,53
"1.39088900332643,103.890634133148",Renjong,12,53
"1.39508286035406,103.902774420891",Compassvale,14,57
"1.39017967183099,103.889048649412",Tongkang,21,55
"1.38972509794045,103.877958882809",Fernvale,18,58
"1.3898678837082,103.898520282397",Sengkang,12,48
"1.38930680618338,103.878729319261",Layar,19,57
"1.38949816122418,103.877011997742",Fernvale,23,61
"1.38899739157777,103.875147967354",Fernvale,33,60
"1.39314109071501,103.895569385627",Sengkang,20,45
"1.39055587792288,103.900837998637",Compassvale,19,51
"1.38507930337121,103.89585272192",Ranggung,16,48
"1.39173421861576,103.885497782179",Tongkang,20,57
"1.39269343697359,103.899877418149",Compassvale,16,53
"1.38750850228857,103.906143768947",Bakau,18,55
"1.39215061903001,103.887563158843",Tongkang,19,58
"1.38864118996622,103.904623542393",Bakau,15,58
"1.37339499084047,103.872462890152",Kovan,11,55
"1.37164173642373,103.874102220779",Kovan,8,61
"1.36904731272801,103.870584006425",Kovan,22,53
"1.37491459857485,103.873217877598",Fernvale,16,57
"1.36859421304209,103.874523243764",Kovan,12,53
"1.37335579110496,103.873242699243",Kovan,13,57
"1.35411101087629,103.873717631044",Serangoon,11,42
"1.35093759016541,103.868683014792",Lorong Chuan,10,45
"1.34814760717489,103.874419496654",Serangoon,8,37
"1.37267603966139,103.871093152446",Kovan,11,54
"1.3748688262284,103.874126764503",Fernvale,13,56
"1.34845728580359,103.873946828694",Serangoon,9,38
"1.34962633376861,103.868063799554",Lorong Chuan,17,46
"1.35020561451168,103.87481852314",Serangoon,7,37
"1.35294870037294,103.93494067824",Tampines West,17,54
"1.35780969729527,103.944917697684",Tampines,19,45
"1.35416816346776,103.951861755793",Tampines East,15,48
"1.35254702298525,103.949064113036",Tampines,7,46
"1.34691471378463,103.947416464642",Simei,19,49
"1.35251107659385,103.935059005284",Tampines West,14,52
"1.34753519689194,103.951702776881",Simei,16,47
"1.3472811716457,103.934756968904",Tampines West,15,45
"1.35275541922653,103.948119177521",Tampines,25,43
"1.35327260645307,103.93506749521",Tampines West,16,53
"1.34858978066446,103.939762464623",Tampines West,15,44
"1.34880182138885,103.943691020379",Tampines,20,44
"1.35074543601676,103.948024392634",Tampines,34,47
"1.35549080919861,103.948259265817",Tampines,13,40
"1.35702782190396,103.953913852452",Tampines East,10,48
"1.35123791586186,103.962570614009",Tampines East,11,55
"1.34704714167601,103.954253519287",Simei,22,42
"1.35955232501323,103.957815539193",Tampines East,4,52
"1.35642450702909,103.95860933328",Tampines East,1,53
"1.35054009247178,103.938716143463",Tampines West,5,46
"1.35756791894077,103.953020775042",Tampines East,9,50
"1.35834096888655,103.951379730883",Tampines East,12,49
"1.35713537771761,103.952252237838",Tampines East,11,53
"1.34315890383485,103.954188106526",Simei,6,37
"1.35580573472225,103.945108935184",Tampines,12,38
"1.35244378376196,103.950029637116",Tampines East,13,46
"1.35001074194263,103.952816059954",Simei,23,48
"1.36323538538961,103.956894060229",Tampines East,10,56
"1.35468634927389,103.938051526018",Tampines,10,48
"1.34167266489777,103.956542419336",Simei,3,38
"1.3582722131871,103.947308949059",Tampines,17,46
"1.35618204494608,103.957616315285",Tampines East,7,49
"1.35191019042837,103.947108773379",Tampines,13,43
"1.34550516573522,103.953954318345",Simei,2,39
"1.34242901722866,103.951758550468",Simei,5,38
"1.35141456108804,103.945859048593",Tampines,11,41
"1.3611299396487,103.949803200633",Tampines East,12,53
"1.35588169299314,103.961638534274",Tampines East,25,56
"1.35014194820998,103.93147422612",Tampines West,2,53
"1.36215244534095,103.950373999808",Tampines East,14,54
"1.35297507968606,103.956353598414",Tampines East,10,49
"1.35792801646925,103.953020770178",Tampines East,4,50
"1.35046411414456,103.931896395617",Tampines West,13,51
"1.34427596104719,103.953170238617",Simei,8,36
"1.34301954085884,103.951007442775",Simei,8,39
"1.34134724729923,103.951355068944",Simei,19,38
"1.34464143544848,103.955916773177",Simei,7,39
"1.34597162499396,103.946759997114",Simei,9,50
"1.34360960148098,103.956903452364",Simei,11,39
"1.34225792802261,103.950128354135",Simei,15,42
"1.34607302489279,103.958432281147",Upper Changi,10,43
"1.34806952870407,103.943577088123",Tampines West,19,45
"1.34381960293274,103.954994175983",Simei,5,36
"1.35696557399587,103.938383041261",Tampines,11,47
"1.36367184996528,103.952024565359",Tampines East,5,57
"1.3561953607168,103.949663054432",Tampines East,11,46
"1.35937096824888,103.932812069104",Tampines,7,54
"1.35262887575629,103.959086503163",Tampines East,5,53
"1.35330429046842,103.957434964486",Tampines East,10,50
"1.35335611053088,103.959531512588",Tampines East,10,53
"1.34859717844799,103.932546348288",Tampines West,12,51
"1.34535129708528,103.95557026414",Simei,2,39
"1.35162194359965,103.945090000876",Tampines,22,41
"1.33050932305378,103.845003635197",Toa Payoh,11,31
"1.33674625537365,103.850524640565",Braddell,13,32
"1.33860148626926,103.857914069837",Braddell,14,43
"1.34121955722461,103.84549278032",Braddell,30,25
"1.33172963873735,103.842682325182",Toa Payoh,4,31
"1.34155339914007,103.845489613448",Braddell,20,33
"1.335341002234,103.854859409729",Toa Payoh,27,35
"1.33833133395207,103.845737117132",Braddell,20,30
"1.33956400517882,103.848585713817",Braddell,24,29
"1.33677492855247,103.863306370924",Potong Pasir,17,44
"1.33642660399461,103.85660811051",Toa Payoh,46,39
"1.33956301707324,103.844893597061",Braddell,11,28
"1.3339024585093,103.848844742805",Toa Payoh,4,24
"1.3343391689203,103.869158899303",Potong Pasir,29,37
"1.33951566601807,103.857051021906",Braddell,22,41
"1.34262180790845,103.856971772685",Braddell,8,44
"1.34167292743585,103.851007776843",Braddell,20,32
"1.3339009997633,103.850092878516",Toa Payoh,16,26
"1.33270900444627,103.867989929028",Potong Pasir,7,34
"1.33583774995002,103.845162997311",Toa Payoh,26,28
"1.33405922561445,103.867455100715",Potong Pasir,4,36
"1.34050894159915,103.851040712112",Braddell,13,31
"1.33469058687886,103.866824291288",Potong Pasir,6,37
"1.33716527577081,103.857228807914",Braddell,10,41
"1.33453129537675,103.847565695822",Toa Payoh,59,25
"1.33461833377097,103.88016502252",Tai Seng,15,42
"1.33862553170269,103.847769289898",Braddell,3,29
"1.33626408939965,103.845626191384",Toa Payoh,81,28
"1.33398254838691,103.866520142842",Potong Pasir,13,38
"1.33237317770639,103.866165158665",Potong Pasir,23,36
"1.44328204285332,103.777294228046",Woodlands,11,66
"1.43363334048141,103.775400477732",Marsiling,9,52
"1.44540729578602,103.77336982144",Marsiling,25,70
"1.44652106873397,103.773390539721",Marsiling,8,71
"1.42945179692175,103.778711277354",Marsiling,4,61
"1.43333328424957,103.774921567416",Marsiling,19,52
"1.44166906487399,103.776733408183",Marsiling,14,67
"1.43389740955882,103.795730926437",Woodlands,19,60
"1.44814759810496,103.799142729823",Woodlands,16,59
"1.44094981618482,103.792083755214",Woodlands,11,60
